Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Pre-demographic dividend,PRE,27.6350845879873,28.6427275889627,25.0584627621047,24.3550750954219,23.8166999496577,23.3674236007049,22.1539842092704,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Qatar,QAT,70.99030556,73.54416129,79.14241496,84.1702955,86.74301674,84.2945972,81.62789957,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Romania,ROU,79.89113739,74.98069312,76.86841583,78.95747773,78.88717937,77.95031087,78.18788115,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Russian Federation,RUS,61.37906737,62.65058987,63.70746377,62.38064048,61.78654597,58.7185262,56.95004666,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Rwanda,RWA,23.07474879,27.46805892,25.44175327,29.53683918,32.71292559,33.26859901,33.88148606,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Samoa,WSM,75.30415879,68.02096504,78.29169662,64.67590586,70.45822516,79.110312,76.38067551,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,San Marino,SMR,81.41542865,81.68937769,82.33351661,81.49222956,81.01726025,80.2541075,80.39005144,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sao Tome and Principe,STP,29.88690315,33.29613276,32.57883578,33.54167044,35.00489549,31.39592815,39.89539604,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Saudi Arabia,SAU,64.84943338,68.84530872,70.03374474,71.00843765,73.4250111,71.31392905,67.80136295,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Senegal,SEN,29.78958125,31.34593855,29.16095267,26.69339775,31.55338083,31.03883348,34.56623139,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Serbia,SRB,61.00416464,61.12109768,62.11655844,59.86000319,58.25764492,57.6848008,58.00478415,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Seychelles,SYC,86.95414486,85.71449857,91.38241083,92.43029322,96.64166938,96.96426826,95.97322222,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sierra Leone,SLE,11.62602227,6.69384261,8.98979871,6.96953491,6.77968649,8.03731613,11.17266614,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Singapore,SGP,42.71481393,44.0998041,45.95679622,47.72633522,51.1105639,52.76363121,54.52516857,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Slovak Republic,SVK,71.58911023,73.29391823,71.63904416,73.67859049,79.599072,78.8493408,79.83940762,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Slovenia,SVN,72.3649334,72.26573773,70.85123322,70.30366757,70.52432775,71.35445139,72.28774508,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Small states,SST,60.2899027513594,60.6248276374462,61.9074637831321,64.2251108199099,65.2256609855176,65.4033487162177,65.3999118667599,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Solomon Islands,SLB,58.67896854,55.67112583,57.84280261,57.67345071,57.24943075,66.71097537,69.23001007,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,South Africa,ZAF,52.77755597,54.43531403,54.97160461,54.54249913,53.71285906,53.55438534,53.72918682,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,South Asia,SAS,25.7758722923852,28.2353418490359,27.5986904717061,23.581926001893,23.9065048946852,25.6069090656582,25.5125755831149,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,South Asia (IDA & IBRD),TSA,25.7758722923852,28.2353418490359,27.5986904717061,23.581926001893,23.9065048946852,25.6069090656583,25.5125755831149,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Spain,ESP,74.78135491,73.78638709,72.17968901,71.02458125,70.39961358,71.28306346,71.23797256,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sri Lanka,LKA,40.43683776,42.54272155,42.22399593,45.41758581,44.69948296,43.92676397,43.09303192,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,St. Kitts and Nevis,KNA,37.58870292,36.99466767,40.3477048,40.43887677,41.7641396,41.10809647,43.17013742,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,St. Lucia,LCA,34.21466549,33.43669447,38.67687183,40.28504823,37.87941325,41.17162863,42.00038005,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,St. Vincent and the Grenadines,VCT,71.92814757,70.82529572,75.483279,74.85196903,73.10198785,75.02648451,76.7587279,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sub-Saharan Africa,SSF,36.7377021065827,38.003483207723,37.9912159486524,35.6129684228233,34.5914549160589,35.3156285189134,35.0679634266149,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sub-Saharan Africa (excluding high income),SSA,36.7131492378781,37.9817434531501,37.9605589641381,35.5822188221994,34.5588286666689,35.2817450871483,35.0243540435083,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,36.7377021065827,38.0034832077229,37.9912159486525,35.6129684228232,34.5914549160589,35.3156285189134,35.0679634266149,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sudan,SDN,32.54711527,23.46251422,26.25350358,16.77329624,25.2728363,31.14130435,19.48552402,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Suriname,SUR,38.40839792,35.56925402,37.9180713,39.67298523,38.35074749,60.24589828,69.36929662,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sweden,SWE,81.88309493,83.96660563,83.58222657,83.38431026,83.36624002,83.33729879,83.50544787,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Switzerland,CHE,61.76922132,62.30792227,63.54593752,64.11456746,63.23027276,63.35751215,62.77862444,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Syrian Arab Republic,SYR,44.79529104,45.22473453,45.25663583,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Tajikistan,TJK,20.57858959,22.27759924,26.88230959,27.7981942,29.49620569,28.16932295,28.59908451,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Tanzania,TZA,27.75648998,24.22067911,23.43128103,25.50709951,29.87491058,34.44834529,40.62409187,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Thailand,THA,76.2350078,78.85563535,78.16026819,78.22784813,77.47099113,77.41448472,78.13524762,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Timor-Leste,TLS,50.81837385,51.97392952,59.31565771,64.15133347,62.44902227,64.76041293,55.76212635,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Togo,TGO,26.56499648,24.14495817,26.62845255,21.26043669,21.93753167,20.3625296,20.04838789,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Tonga,TON,57.36253843,68.53177055,50.35998247,65.70553376,54.59587155,57.93853449,65.89685593,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Trinidad and Tobago,TTO,48.15959717,49.8822246,48.80494414,51.51248995,50.27142409,51.4764338,52.79224295,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Tunisia,TUN,55.75389171,56.41347263,56.96455756,59.09120521,58.1336071,57.0112721,56.63595738,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Turkey,TUR,77.9995045,79.12887653,79.1716359,78.35041329,77.60514547,78.13383692,78.44218129,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Turkmenistan,TKM,24.05106693,25.97605104,26.7274347,28.53607282,26.96157166,23.94773346,18.54010588,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Tuvalu,TUV,89.08802366,93.48360857,93.87219368,92.23409655,91.64125653,93.30732095,84.5166626,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Uganda,UGA,13.62085647,15.07959169,16.82166858,17.8162844,15.18522161,15.71469201,16.55838427,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Ukraine,UKR,54.11578278,50.2292454,52.55918493,51.02154476,43.65181024,41.05883186,42.41150807,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,United Arab Emirates,ARE,70.85415974,72.42097354,72.54479172,71.97173576,70.97638401,71.25105548,72.47749959,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,United Kingdom,GBR,84.72830203,84.25753415,84.41615286,80.24742368,80.31311443,80.26777502,80.22535644,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,United States,USA,48.53667154,48.50215506,48.4598513,48.87132188,81.37019093,81.94913198,81.84535648,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Upper middle income,UMC,50.6645982861992,51.8874259693172,53.0447242158818,53.8586360618113,54.1256649580598,55.3453760944985,54.5652685046968,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Uruguay,URY,60.14065359,61.49009313,64.2199623,66.44086715,68.12011518,68.40339466,71.69362213,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Uzbekistan,UZB,51.08109323,51.22851321,50.96603718,51.01682085,52.20277869,49.82948114,46.12771683,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Vanuatu,VUT,55.02123861,65.60494795,58.43971715,51.12481439,16.11454993,48.6231432,53.87346617,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Venezuela, RB",VEN,30.6608431,36.328697,33.95061139,33.69904679,34.47450443,38.13495188,24.0630513,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Vietnam,VNM,43.43927157,41.90243316,44.64095377,47.11077614,41.95794289,41.80939496,47.43162749,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,World,WLD,60.9457749630126,61.5956987155286,61.2315304905208,61.0274967031409,73.2925230888722,73.8776212265272,74.2630634564144,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Yemen, Rep.",YEM,22.52561843,22.89780826,23.89010199,19.74684449,16.18166371,10.18244304,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Zambia,ZMB,22.62166887,34.78886843,33.02013964,27.92364792,49.45683963,47.1362634,38.28965824,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Zimbabwe,ZWE,26.10145128,27.15277318,30.02205007,31.61950328,35.01481279,43.29407417,46.50392918,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Afghanistan,AFG,0.4,0.4,0.5,0.5,0.5,0.5,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Albania,ALB,3,2.6,2.9,2.9,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Algeria,DZA,..,..,..,..,..,1.9,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Antigua and Barbuda,ATG,2.2,2.1,..,3.9,3.8,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Arab World,ARB,1.52952286081567,1.16022306555643,1.15838267090974,1.15189919300725,1.62452358185493,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Argentina,ARG,4.5,4.5,4.7,4.9,5,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Armenia,ARM,3.7,3.7,4,4.1,..,4.2,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Australia,AUS,3.9,3.8,..,..,3.8,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Austria,AUT,7.7,7.7,7.7,7.6,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Azerbaijan,AZE,5.1,4.6,4.6,4.7,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Bahamas, The",BHS,3.1,2.9,2.9,2.9,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bahrain,BHR,1.8,1.7,2.1,2.1,2,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bangladesh,BGD,..,0.6,..,..,0.6,0.8,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Barbados,BRB,6.6,..,6.2,6.2,5.8,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Belarus,BLR,11.5,11.3,11.3,11,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Belgium,BEL,6.5,6.4,6.3,6.3,6.2,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Belize,BLZ,1.2,1.1,1.1,0.9,1.3,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Benin,BEN,0.5,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bhutan,BTN,..,1.8,1.7,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bolivia,BOL,..,1.1,1.1,1.1,1.1,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bosnia and Herzegovina,BIH,3.4,3.5,3.5,3.5,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Botswana,BWA,1.8,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Brazil,BRA,2.4,2.3,2.3,2.3,2.2,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Brunei Darussalam,BRN,..,2.79,2.7,..,..,2.7,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bulgaria,BGR,6.5,6.4,6.6,6.8,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Burkina Faso,BFA,0.4,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Burundi,BDI,..,1.9,..,..,0.8,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cabo Verde,CPV,2.1,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cambodia,KHM,0.84,0.7,..,0.7,..,0.8,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cameroon,CMR,1.3,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Canada,CAN,2.7,2.7,2.7,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Caribbean small states,CSS,2.32479747459894,..,2.35472391733766,2.26723392472779,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Central African Republic,CAF,..,1,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Central Europe and the Baltics,CEB,6.48706825045242,6.42078150700081,6.42304660481243,6.42144666078239,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Chile,CHL,2,2.1,2.2,2.2,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,China,CHN,3.56,3.8,4.2,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Colombia,COL,..,1.4,1.5,1.5,1.5,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Comoros,COM,2.2,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Costa Rica,CRI,1.2,1.2,1.2,1.1,1.1,1.2,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Croatia,HRV,5.6,5.7,5.9,5.9,5.89,5.6,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cuba,CUB,5.9,5.1,5.3,5.1,5.2,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cyprus,CYP,3.5,3.5,3.5,3.4,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Czech Republic,CZE,7,6.8,6.7,6.5,..,6.5,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Denmark,DNK,3.5,3.1,..,3.1,..,2.5,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Djibouti,DJI,1.4,1.4,1.4,1.4,1.4,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Dominica,DMA,3.8,3.8,3.8,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Dominican Republic,DOM,1.6,1.7,..,1.6,1.6,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Early-demographic dividend,EAR,..,1.22517407197752,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,East Asia & Pacific,EAS,3.00729307459809,3.54985610924148,4.44360048737964,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,East Asia & Pacific (excluding high income),EAP,2.99695764809715,3.55538825918737,3.64740030992424,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,2.84950197096346,3.55538825918737,3.5142490496806,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ecuador,ECU,1.6,1.6,1.5,1.5,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Egypt, Arab Rep.",EGY,1.7,0.5,0.5,0.5,1.6,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,El Salvador,SLV,1,1,1.1,1.1,1.3,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Equatorial Guinea,GNQ,2.1,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Eritrea,ERI,..,0.7,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Estonia,EST,5.2,5.3,5.5,5,..,5,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Eswatini,SWZ,..,2.1,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ethiopia,ETH,..,6.3,..,..,..,0.3,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Euro area,EMU,5.7135257237066,5.64364116566636,5.57631009284811,6.16749081248063,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Europe & Central Asia,ECS,5.97971640229517,5.85540300129485,5.80472376746884,5.92492146211432,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Europe & Central Asia (excluding high income),ECA,6.71413152243603,6.52688930788355,6.46214892373429,6.3536554875275,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,6.68469722357279,6.5165554073239,6.45998964026772,6.36194887522994,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,European Union,EUU,5.43589330293011,5.35573977224732,5.32209734184028,5.60145698850332,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Fiji,FJI,..,2.3,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Finland,FIN,5.9,5.5,5.3,4.9,..,4.4,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,France,FRA,6.6,6.6,6.5,6.5,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Gabon,GAB,6.3,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Gambia, The",GMB,..,1.1,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Georgia,GEO,3,2.8,2.5,2.6,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Germany,DEU,8.2,8.2,8.2,8.3,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ghana,GHA,..,0.9,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Greece,GRC,4.8,4.5,4.4,..,..,4.3,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Grenada,GRD,..,3.5,3.5,3.7,3.7,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guatemala,GTM,0.6,0.6,0.6,..,0.6,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guinea,GIN,..,0.3,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guyana,GUY,..,..,..,..,1.6,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Haiti,HTI,..,..,..,0.7,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,High income,HIC,4.15593322677304,4.04992868495098,5.43738789099673,4.11059905053985,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Honduras,HND,0.8,0.7,0.7,0.7,0.7,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Hungary,HUN,7.2,7.2,7,7,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Iceland,ISL,3.6,3.3,3.3,3.2,3.2,..,..,..,..,..
